"module name","license","repository"
"@vue/compiler-core@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/compiler-dom@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/compiler-sfc@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/compiler-ssr@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/devtools-api@6.6.4","MIT","https://github.com/vuejs/vue-devtools"
"@vue/devtools-core@8.0.5","MIT","https://github.com/vuejs/devtools"
"@vue/devtools-kit@8.0.5","MIT","https://github.com/vuejs/devtools"
"@vue/devtools-shared@8.0.5","MIT","https://github.com/vuejs/devtools"
"@vue/language-core@3.1.5","MIT","https://github.com/vuejs/language-tools"
"@vue/reactivity@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/runtime-core@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/runtime-dom@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/server-renderer@3.5.25","MIT","https://github.com/vuejs/core"
"@vue/shared@3.5.25","MIT","https://github.com/vuejs/core"
"abbrev@3.0.1","ISC","https://github.com/npm/abbrev-js"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"acorn-import-attributes@1.9.5","MIT","https://github.com/xtuc/acorn-import-attributes"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.17.1","MIT","https://github.com/ajv-validator/ajv"
"alien-signals@3.1.1","MIT","https://github.com/johnsoncodehk/signals"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.2.2","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.3","MIT","https://github.com/chalk/ansi-styles"
"ansis@4.2.0","ISC","https://github.com/webdiscus/ansis"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"archiver-utils@5.0.2","MIT","https://github.com/archiverjs/archiver-utils"
"archiver@7.0.1","MIT","https://github.com/archiverjs/node-archiver"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"ast-kit@2.2.0","MIT","https://github.com/sxzz/ast-kit"
"ast-walker-scope@0.8.3","MIT","https://github.com/sxzz/ast-walker-scope"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"astring@1.9.0","MIT","https://github.com/davidbonnet/astring"
"async-sema@3.1.1","MIT","https://github.com/vercel/async-sema"
"async@3.2.6","MIT","https://github.com/caolan/async"
"autoprefixer@10.4.22","MIT","https://github.com/postcss/autoprefixer"
"b4a@1.7.3","Apache-2.0","https://github.com/holepunchto/b4a"
"bail@2.0.2","MIT","https://github.com/wooorm/bail"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@2.0.0","MIT","https://github.com/juliangruber/balanced-match"
"bare-events@2.8.2","Apache-2.0","https://github.com/holepunchto/bare-events"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"baseline-browser-mapping@2.8.32","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"bindings@1.5.0","MIT","https://github.com/TooTallNate/node-bindings"
"birpc@2.8.0","MIT","https://github.com/antfu-collective/birpc"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.28.0","MIT","https://github.com/browserslist/browserslist"
"buffer-crc32@1.0.0","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@6.0.3","MIT","https://github.com/feross/buffer"
"bundle-name@4.1.0","MIT","https://github.com/sindresorhus/bundle-name"
"c12@3.3.2","MIT","https://github.com/unjs/c12"
"cac@6.7.14","MIT","https://github.com/egoist/cac"
"cacheable@2.3.0","MIT","https://github.com/jaredwray/cacheable"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001757","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"character-entities-html4@2.1.0","MIT","https://github.com/wooorm/character-entities-html4"
"character-entities-legacy@3.0.0","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@2.0.1","MIT","https://github.com/wooorm/character-reference-invalid"
"chokidar@4.0.3","MIT","https://github.com/paulmillr/chokidar"
"chownr@3.0.0","BlueOak-1.0.0","https://github.com/isaacs/chownr"
"citty@0.1.6","MIT","https://github.com/unjs/citty"
"client-only@0.0.1","MIT",""
"clipboardy@4.0.0","MIT","https://github.com/sindresorhus/clipboardy"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"cluster-key-slot@1.1.2","Apache-2.0","https://github.com/Salakar/cluster-key-slot"
"collapse-white-space@2.1.0","MIT","https://github.com/wooorm/collapse-white-space"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colord@2.9.3","MIT","https://github.com/omgovich/colord"
"comma-separated-tokens@2.0.3","MIT","https://github.com/wooorm/comma-separated-tokens"
"commander@11.1.0","MIT","https://github.com/tj/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"compatx@0.2.0","MIT","https://github.com/unjs/compatx"
"compress-commons@6.0.2","MIT","https://github.com/archiverjs/node-compress-commons"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"confbox@0.1.8","MIT","https://github.com/unjs/confbox"
"confbox@0.2.2","MIT","https://github.com/unjs/confbox"
"consola@3.4.2","MIT","https://github.com/unjs/consola"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-es@1.2.2","MIT","https://github.com/unjs/cookie-es"
"cookie-es@2.0.0","MIT","https://github.com/unjs/cookie-es"
"copy-anything@4.0.5","MIT","https://github.com/mesqueeb/copy-anything"
"copy-paste@2.2.0","MIT*","https://github.com/xavi-/node-copy-paste"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@9.0.0","MIT","https://github.com/cosmiconfig/cosmiconfig"
"crc-32@1.2.2","Apache-2.0","https://github.com/SheetJS/js-crc32"
"crc32-stream@6.0.0","MIT","https://github.com/archiverjs/node-crc32-stream"
"croner@9.1.0","MIT","https://github.com/hexagon/croner"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"crossws@0.3.5","MIT","https://github.com/h3js/crossws"
"css-declaration-sorter@7.3.0","ISC","https://github.com/Siilwyn/css-declaration-sorter"
"css-functions-list@3.2.3","MIT","https://github.com/niksy/css-functions-list"
"css-select@5.2.2","BSD-2-Clause","https://github.com/fb55/css-select"
"css-tree@2.2.1","MIT","https://github.com/csstree/csstree"
"css-tree@3.1.0","MIT","https://github.com/csstree/csstree"
"css-what@6.2.2","BSD-2-Clause","https://github.com/fb55/css-what"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano-preset-default@7.0.10","MIT","https://github.com/cssnano/cssnano"
"cssnano-utils@5.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano@7.1.2","MIT","https://github.com/cssnano/cssnano"
"csso@5.0.5","MIT","https://github.com/css/csso"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"db0@0.3.4","MIT","https://github.com/unjs/db0"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"decode-named-character-reference@1.2.0","MIT","https://github.com/wooorm/decode-named-character-reference"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"default-browser-id@5.0.1","MIT","https://github.com/sindresorhus/default-browser-id"
"default-browser@5.4.0","MIT","https://github.com/sindresorhus/default-browser"
"define-lazy-prop@2.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"define-lazy-prop@3.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"defu@6.1.4","MIT","https://github.com/unjs/defu"
"denque@2.1.0","Apache-2.0","https://github.com/invertase/denque"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"destr@2.0.5","MIT","https://github.com/unjs/destr"
"detect-libc@1.0.3","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-libc@2.1.2","Apache-2.0","https://github.com/lovell/detect-libc"
"devalue@5.5.0","MIT","https://github.com/sveltejs/devalue"
"devlop@1.1.0","MIT","https://github.com/wooorm/devlop"
"diff@8.0.2","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dom-serializer@2.0.0","MIT","https://github.com/cheeriojs/dom-serializer"
"domelementtype@2.3.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@5.0.3","BSD-2-Clause","https://github.com/fb55/domhandler"
"domutils@3.2.2","BSD-2-Clause","https://github.com/fb55/domutils"
"dot-prop@10.1.0","MIT","https://github.com/sindresorhus/dot-prop"
"dotenv@16.6.1","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dotenv@17.2.3","BSD-2-Clause","https://github.com/motdotla/dotenv"
"duplexer@0.1.2","MIT","https://github.com/Raynos/duplexer"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.5.262","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"encodeurl@2.0.0","MIT","https://github.com/pillarjs/encodeurl"
"entities@4.5.0","BSD-2-Clause","https://github.com/fb55/entities"
"env-paths@2.2.1","MIT","https://github.com/sindresorhus/env-paths"
"error-ex@1.3.4","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser-es@1.0.5","MIT","https://github.com/antfu/error-stack-parser-es"
"errx@0.1.0","MIT","https://github.com/danielroe/errx"
"es-module-lexer@1.7.0","MIT","https://github.com/guybedford/es-module-lexer"
"esast-util-from-estree@2.0.0","MIT","https://github.com/syntax-tree/esast-util-from-estree"
"esast-util-from-js@2.0.1","MIT","https://github.com/syntax-tree/esast-util-from-js"
"esbuild@0.25.12","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@5.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-scope@8.4.0","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.2.1","Apache-2.0","https://github.com/eslint/js"
"eslint@9.39.1","MIT","https://github.com/eslint/eslint"
"espree@10.4.0","BSD-2-Clause","https://github.com/eslint/js"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-util-attach-comments@3.0.0","MIT","https://github.com/syntax-tree/estree-util-attach-comments"
"estree-util-build-jsx@3.0.1","MIT","https://github.com/syntax-tree/estree-util-build-jsx"
"estree-util-is-identifier-name@3.0.0","MIT","https://github.com/syntax-tree/estree-util-is-identifier-name"
"estree-util-scope@1.0.0","MIT","https://github.com/syntax-tree/estree-util-scope"
"estree-util-to-js@2.0.0","MIT","https://github.com/syntax-tree/estree-util-to-js"
"estree-util-visit@2.0.0","MIT","https://github.com/syntax-tree/estree-util-visit"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"estree-walker@3.0.3","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-target-shim@5.0.1","MIT","https://github.com/mysticatea/event-target-shim"
"events-universal@1.0.1","Apache-2.0","https://github.com/holepunchto/events-universal"
"events@3.3.0","MIT","https://github.com/Gozala/events"
"execa@8.0.1","MIT","https://github.com/sindresorhus/execa"
"exsolve@1.0.8","MIT","https://github.com/unjs/exsolve"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-fifo@1.3.2","MIT","https://github.com/mafintosh/fast-fifo"
"fast-glob@3.3.3","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fast-npm-meta@0.4.7","MIT","https://github.com/antfu/fast-npm-meta"
"fast-uri@3.1.0","BSD-3-Clause","https://github.com/fastify/fast-uri"
"fastest-levenshtein@1.0.16","MIT","https://github.com/ka-weihe/fastest-levenshtein"
"fastq@1.19.1","ISC","https://github.com/mcollina/fastq"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"file-entry-cache@11.1.1","MIT","https://github.com/jaredwray/cacheable"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"file-uri-to-path@1.0.0","MIT","https://github.com/TooTallNate/file-uri-to-path"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flat-cache@6.1.19","MIT","https://github.com/jaredwray/cacheable"
"flatted@3.3.3","ISC","https://github.com/WebReflection/flatted"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"fraction.js@5.3.4","MIT","https://github.com/rawify/Fraction.js"
"fresh@2.0.0","MIT","https://github.com/jshttp/fresh"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"fuse.js@7.1.0","Apache-2.0","https://github.com/krisk/Fuse"
"galeria-morallus-software@1.0.0","MIT",""
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-port-please@3.2.0","MIT","https://github.com/unjs/get-port-please"
"get-stream@8.0.1","MIT","https://github.com/sindresorhus/get-stream"
"giget@2.0.0","MIT","https://github.com/unjs/giget"
"git-up@8.1.1","MIT","https://github.com/IonicaBizau/git-up"
"git-url-parse@16.1.0","MIT","https://github.com/IonicaBizau/git-url-parse"
